
"# TABLE: Signal absolute counts | DoubleMu | mpi=4, mA=1.33"
Cut step,"mpi=4, mA=1.33, ctau=0.1mm","mpi=4, mA=1.33, ctau=1mm","mpi=4, mA=1.33, ctau=10mm","mpi=4, mA=1.33, ctau=100mm",QCD Total (weighted)
Cut step,"mpi=10, mA=3.33, ctau=0.1mm","mpi=10, mA=3.33, ctau=1mm","mpi=10, mA=3.33, ctau=10mm","mpi=10, mA=3.33, ctau=100mm",QCD Total (weighted)
N_total,809720,932645,914920,884107,105584726.4
Kin sel.,125164,143011,129885,81316,15340940.2
HLT presel.,73475,79110,54177,11955,707505.9
SV sel. (chi2<10),72761,77450,51096,10943,686936.4
BDT sel.,1528,6458,25030,7526,96.1

"# TABLE: Signal relative effs wrt N_total | DoubleMu | mpi=10, mA=3.33"
Efficiency,"mpi=10, mA=3.33, ctau=0.1mm","mpi=10, mA=3.33, ctau=1mm","mpi=10, mA=3.33, ctau=10mm","mpi=10, mA=3.33, ctau=100mm",QCD Weighted.eff
eps_kin,0.1546,0.1533,0.1420,0.0920,0.1470
eps_HLT,0.0907,0.0848,0.0592,0.0135,0.0069
eps_SV,0.0899,0.0830,0.0558,0.0124,0.0067
eps_BDT,0.0019,0.0069,0.0274,0.0085,9.35e-07

"# TABLE: Signal relative effs wrt previous step | DoubleMu | mpi=10, mA=3.33"
Efficiency,"mpi=10, mA=3.33, ctau=0.1mm","mpi=10, mA=3.33, ctau=1mm","mpi=10, mA=3.33, ctau=10mm","mpi=10, mA=3.33, ctau=100mm",QCD Weighted.eff
eps_kin,0.1546,0.1533,0.1420,0.0920,0.1470
eps_HLT,0.5870,0.5532,0.4171,0.1470,0.0458
eps_SV,0.9903,0.9790,0.9431,0.9153,0.9715
eps_BDT,0.0210,0.0834,0.4899,0.6877,1.46e-04

"# TABLE: 95% CL upper limit on B(H->psipsibar) | DoubleMu | mpi=10, mA=3.33 | sigma_ggH=43.9 pb, L=109.95/fb, B(A'->mumu)=0.193"
FPR,BDT threshold,"mpi=10, mA=3.33, ctau=0.1mm","mpi=10, mA=3.33, ctau=1mm","mpi=10, mA=3.33, ctau=10mm","mpi=10, mA=3.33, ctau=100mm"
1e-01,0.4161,0.07369,0.05908,0.07261,0.3305
1e-02,0.9029,0.05302,0.02737,0.02554,0.1109
1e-03,0.9851,0.0451,0.01519,0.009489,0.03817
1e-04,0.9967,0.05391,0.01176,0.003917,0.01389

"# TABLE: Asymptotic significance p0 (Z) | DoubleMu | mpi=10, mA=3.33 | sigmaxBR=0.439 pb, L=109.95/fb"
FPR,BDT threshold,"mpi=10, mA=3.33, ctau=0.1mm","mpi=10, mA=3.33, ctau=1mm","mpi=10, mA=3.33, ctau=10mm","mpi=10, mA=3.33, ctau=100mm"
1e-01,0.4161,"0.412 (0.22 sigma)","0.39 (0.28 sigma)","0.41 (0.23 sigma)","0.48 (0.05 sigma)"
1e-02,0.9029,"0.378 (0.31 sigma)","0.274 (0.60 sigma)","0.26 (0.64 sigma)","0.441 (0.15 sigma)"
1e-03,0.9851,"0.358 (0.36 sigma)","0.139 (1.08 sigma)","0.0415 (1.73 sigma)","0.333 (0.43 sigma)"
1e-04,0.9967,"0.38 (0.31 sigma)","0.0807 (1.40 sigma)","1.35e-05 (4.20 sigma)","0.118 (1.19 sigma)"

"# TABLE: lxy=[0,1]cm efficiencies | DoubleMu | mpi=10, mA=3.33"
Step,"mpi=10, mA=3.33, ctau=0.1mm","mpi=10, mA=3.33, ctau=1mm","mpi=10, mA=3.33, ctau=10mm","mpi=10, mA=3.33, ctau=100mm"
N_lxy,122549,116925,48251,26007
eps_kin,0.9752,0.9701,0.9429,0.9156
eps_HLT,0.5962,0.5343,0.2840,0.0713
eps_SV,0.5910,0.5237,0.2592,0.0626
eps_BDT,0.0123,0.0236,0.0122,0.0038
eps_kin_prev,0.9752,0.9701,0.9429,0.9156
eps_HLT_prev,0.6114,0.5508,0.3012,0.0779
eps_SV_prev,0.9912,0.9802,0.9128,0.8771
eps_BDT_prev,0.0209,0.0450,0.0472,0.0608

"# TABLE: lxy=[1,10]cm efficiencies | DoubleMu | mpi=10, mA=3.33"
Step,"mpi=10, mA=3.33, ctau=0.1mm","mpi=10, mA=3.33, ctau=1mm","mpi=10, mA=3.33, ctau=10mm","mpi=10, mA=3.33, ctau=100mm"
N_lxy,5384,28926,68908,33929
eps_kin,0.8427,0.9697,0.9796,0.9582
eps_HLT,0.0505,0.5664,0.5059,0.2036
eps_SV,0.0409,0.5544,0.4847,0.1887
eps_BDT,0.0017,0.1270,0.2824,0.1305
eps_kin_prev,0.8427,0.9697,0.9796,0.9582
eps_HLT_prev,0.0600,0.5841,0.5165,0.2125
eps_SV_prev,0.8088,0.9788,0.9580,0.9266
eps_BDT_prev,0.0409,0.2291,0.5827,0.6918

"# TABLE: lxy=[10,100]cm efficiencies | DoubleMu | mpi=10, mA=3.33"
Step,"mpi=10, mA=3.33, ctau=0.1mm","mpi=10, mA=3.33, ctau=1mm","mpi=10, mA=3.33, ctau=10mm","mpi=10, mA=3.33, ctau=100mm"
N_lxy,1180,1586,16926,25166
eps_kin,0.9381,0.9502,0.9954,0.9885
eps_HLT,0.1127,0.1538,0.3310,0.1268
eps_SV,0.0941,0.1078,0.3063,0.1158
